연도,시도,총학생수,총학급수,특수학급수,학급당_학생수,특수학급_비율,총학업중단자,총학생수_기준,학업중단률,학업중단률_중,학업중단률_고,자퇴_합계,전출_합계,전입_합계,순전출,다문화학생_합계,중도입국_합계,해외출국_합계,학생1인당_교지면적_평균,학생1인당_건물면적_평균,다문화학생_비율,중도입국_비율,해외출국_비율,자퇴_비율,proxy_index,GRDP_1인당,사교육_참여율,사교육_참여율_초,사교육_참여율_중,사교육_참여율_고,사교육비_1인당_만원,교원1인당_학생수,미달률_고_실측,미달률_중_실측,미달률_평균_실측,전국_미달률_중,전국_미달률_고,전국_미달률_평균,proxy_index_old,proxy_index_source,proxy_risk_pct,proxy_risk_score,proxy_index_v3,학력향상_원,누리과정_원,다문화이탈주민_원,돌봄교실_원,세출액,학력향상_세출비중,학력향상_억원,누리과정_세출비중,누리과정_억원,다문화이탈주민_세출비중,다문화이탈주민_억원,돌봄교실_세출비중,돌봄교실_억원,학력향상_학생당_천원,누리과정_학생당_천원,다문화이탈주민_학생당_천원,돌봄교실_학생당_천원
2021,전남,184981,9680,579,19.11,5.981,948.0,187567.0,0.505,0.3,1.2,581,7737,7953,-216,10131,266,77,90.1099250619704,29.82555474933704,5.477,0.1438,0.0416,0.3141,76.02,49572.0,66.5,76.1,63.9,50.2,23.3,11.27,,,,7.833333333333333,10.366666666666664,9.1,23.95,위험도합성지수(Ridge),7.086,76.02,9.75,53461239200.0,,,,4228940000000.0,1.2641758738596434,534.612392,,,,,,,289.0093533930512,,,
2022,전남,181977,9816,622,18.54,6.337,1108.0,184981.0,0.599,0.3,1.6,723,6599,6922,-323,10338,257,91,91.44023218040168,30.521288692586783,5.681,0.1412,0.05,0.3973,80.38,51422.0,67.6,75.4,69.6,49.6,26.1,10.94,,,,11.1,10.766666666666666,10.933333333333334,32.29,위험도합성지수(Ridge),7.445,80.38,11.714,30670918000.0,131344955610.0,3097610560.0,14994991070.0,4333000000000.0,0.7078448649896146,306.70918,3.0312706118162938,1313.4495561,0.0714888197553658,30.9761056,0.34606487583660284,149.9499107,168.5428268407546,721.7667925616973,17.02198937228331,82.40047407089907
2023,전남,178352,9783,660,18.23,6.746,1258.0,181977.0,0.691,0.4,1.8,782,6266,6089,177,10536,280,97,92.67283794286452,31.11908720781664,5.907,0.157,0.0544,0.4385,86.69,51422.0,67.3,75.4,64.8,54.2,27.9,10.59,,,,9.366666666666667,11.300000000000002,10.333333333333336,41.08,위험도합성지수(Ridge),7.964,86.69,11.071,37843280000.0,119687879450.0,5648263800.0,25754196900.0,5007700000000.0,0.7557018191984344,378.4328,2.3900768706192466,1196.8787945,0.11279157697146394,56.482638,0.5142919284302174,257.541969,212.18309859154928,671.0767440230555,31.66919238360097,144.40094251816632
2024,전남,174336,9739,685,17.9,7.034,1317.0,178352.0,0.738,0.4,2.0,878,6606,6403,203,11109,338,72,93.94614837443883,31.61016799425684,6.372,0.1939,0.0413,0.5036,97.95,51422.0,71.7,82.7,70.1,53.6,32.0,10.24,,,,9.999999999999998,9.466666666666669,9.733333333333333,49.65,위험도합성지수(Ridge),8.89,97.95,10.429,24698291000.0,119925233290.0,5979425360.0,33910828810.0,4917000000000.0,0.5023040675208461,246.98291,2.4389919318690256,1199.2523329,0.12160718649583079,59.7942536,0.6896650154565792,339.1082881,141.67063027716594,687.8971256080213,34.29828239720999,194.51420710581863
2012,전북,259686,10149,321,25.59,3.163,2312.0,269784.0,0.857,0.7,1.8,0,12737,12961,-224,3064,106,467,53.88112129702807,17.150219788879145,1.18,0.0408,0.1798,0.0,22.59,22670.0,62.0,74.1,63.2,42.4,17.9,17.48,1.9,2.7,2.3,,,,42.82,위험도합성지수(Ridge),2.69,22.59,2.3,,,,,,,,,,,,,,,,,
2013,전북,250358,10114,338,24.75,3.342,2009.0,259686.0,0.774,0.6,1.6,1160,10788,10955,-167,3400,104,495,55.41017133441128,17.83832227436142,1.358,0.0415,0.1977,0.4633,28.83,23876.0,59.9,70.4,65.3,40.1,17.5,17.03,3.2,4.733333333333333,3.966666666666667,,,,55.14,위험도합성지수(Ridge),3.203,28.83,3.967,3367054280.0,,,,2623630000000.0,0.12833571349618658,33.6705428,,,,,,,13.448958211840644,,,
2014,전북,242475,9929,338,24.42,3.404,1827.0,250358.0,0.73,0.5,1.5,1100,8975,9114,-139,4066,126,420,56.433065172991,18.662793426207017,1.677,0.052,0.1732,0.4537,32.3,24681.0,59.4,71.4,65.2,37.5,18.3,16.69,3.75,5.116666666666667,4.433333333333334,,,,52.59,위험도합성지수(Ridge),3.489,32.3,4.433,2663821910.0,,,,2766700000000.0,0.09628155961976362,26.6382191,,,,,,,10.985965192287864,,,
2015,전북,234248,9825,345,23.84,3.511,1537.0,242475.0,0.634,0.5,1.3,898,9603,9888,-285,4790,140,396,58.7288752720279,19.55237349439658,2.045,0.0598,0.1691,0.3834,35.34,25621.0,60.6,72.4,66.6,38.6,18.6,16.19,4.300000000000001,5.5,4.9,3.533333333333333,4.166666666666667,3.85,43.28,위험도합성지수(Ridge),3.739,35.34,4.9,3004190180.0,,,,2693630000000.0,0.11152942980290537,30.0419018,,,,,,,12.824827447833066,,,
2016,전북,225267,9649,351,23.35,3.638,1381.0,234248.0,0.59,0.4,1.2,801,8415,8435,-20,5560,176,348,60.91184830533725,20.516199518626618,2.468,0.0781,0.1545,0.3556,40.93,26089.0,60.9,73.7,57.8,45.5,19.4,15.82,4.466666666666667,5.433333333333334,4.95,3.633333333333333,4.533333333333333,4.083333333333333,35.68,위험도합성지수(Ridge),4.199,40.93,4.95,3026021390.0,,,,2754140000000.0,0.10987173455234665,30.2602139,,,,,,,13.433043410708182,,,
2017,전북,217835,9578,356,22.74,3.717,1341.0,225267.0,0.595,0.4,1.2,818,7880,7808,72,6056,187,286,63.50557617268184,21.52802369888204,2.78,0.0858,0.1313,0.3755,46.39,26988.0,64.6,76.8,63.9,47.6,20.3,15.05,,,,4.3,6.333333333333333,5.316666666666666,29.8,위험도합성지수(Ridge),4.648,46.39,6.601,3368399560.0,,,,2996070000000.0,0.11242726505054955,33.6839956,,,,,,,15.463077834140519,,,
2018,전북,210819,9614,379,21.93,3.942,1355.0,217835.0,0.622,0.5,1.3,810,8233,7981,252,6718,170,318,66.68060426867669,22.52496065920056,3.187,0.0806,0.1508,0.3842,50.97,27797.0,65.5,76.9,62.9,49.9,20.9,14.62,,,,6.933333333333334,6.666666666666667,6.800000000000001,29.77,위험도합성지수(Ridge),5.025,50.97,8.443,3819400980.0,,,,3506540000000.0,0.10892221334991188,38.1940098,,,,,,,18.116967540876296,,,
2019,전북,203148,9626,393,21.1,4.083,1423.0,210819.0,0.675,0.4,1.5,869,8522,8215,307,7230,190,302,70.21368970845573,23.80737019478144,3.559,0.0935,0.1487,0.4278,58.86,28835.0,68.3,76.4,66.4,56.1,23.9,14.16,,,,6.4,5.533333333333334,5.966666666666667,25.78,위험도합성지수(Ridge),5.674,58.86,7.408,5230649700.0,,,,3868520000000.0,0.13521061542915638,52.306497,,,,,,,25.74797536771221,,,
2020,전북,196466,9620,402,20.42,4.179,1307.0,203148.0,0.643,0.4,1.6,855,7897,7419,478,7720,239,221,72.71260341064631,25.0548312676348,3.929,0.1216,0.1125,0.4352,64.5,29252.0,62.8,66.4,64.9,54.5,22.6,13.66,,,,8.966666666666667,9.633333333333333,9.3,34.94,위험도합성지수(Ridge),6.138,64.5,11.547,5108826570.0,,,,3669230000000.0,0.1392342962964982,51.0882657,,,,,,,26.00361675811591,,,
2021,전북,192793,9588,411,20.11,4.287,861.0,196466.0,0.438,0.3,1.1,569,8744,8991,-247,8105,218,76,74.17968137148553,25.689952895659463,4.204,0.1131,0.0394,0.2951,62.74,31187.0,69.8,75.8,68.1,60.1,27.4,13.27,,,,7.833333333333333,10.366666666666664,9.1,4.69,위험도합성지수(Ridge),5.993,62.74,11.299,4233117160.0,,,,3913080000000.0,0.10817865108814541,42.3311716,,,,,,,21.95679905390756,,,
2022,전북,188639,9581,422,19.69,4.405,1182.0,192793.0,0.613,0.4,1.5,731,6393,6184,209,8228,248,125,76.08852204028835,26.60423542618901,4.362,0.1315,0.0663,0.3875,71.28,32464.0,70.8,77.5,68.3,60.6,29.6,12.87,,,,11.1,10.766666666666666,10.933333333333334,18.13,위험도합성지수(Ridge),6.696,71.28,13.575,14374024000.0,126112374080.0,2977787000.0,11423360110.0,3862617273000.0,0.3721317175396994,143.74024,3.264946153519673,1261.1237408,0.07709246838445441,29.77787,0.29574144427536714,114.2336011,76.1985803571902,668.5381818181818,15.785638176623074,60.55672533251342
2023,전북,183616,9569,444,19.19,4.64,1415.0,188639.0,0.75,0.5,1.8,837,6660,6437,223,8664,279,204,77.7174319240595,27.19435992009945,4.719,0.1519,0.1111,0.4558,80.89,32464.0,69.8,78.0,70.2,54.7,30.2,12.31,,,,9.366666666666667,11.300000000000002,10.333333333333336,35.26,위험도합성지수(Ridge),7.487,80.89,12.83,16143586000.0,109661127720.0,4316921690.0,16822770490.0,4678665664000.0,0.3450467966586466,161.43586,2.34385475679076,1096.6112772,0.09226822346415049,43.1692169,0.3595634246627801,168.2277049,87.92036641687,597.2307844632276,23.510596516643428,91.61930599729871
2024,전북,178795,9502,485,18.82,5.104,1444.0,183616.0,0.786,0.5,1.9,924,6068,5715,353,9010,304,173,78.44852550511324,27.74138028186717,5.039,0.17,0.0968,0.5168,87.89,32464.0,71.4,81.0,68.4,58.1,34.4,12.08,,,,9.999999999999998,9.466666666666669,9.733333333333333,40.07,위험도합성지수(Ridge),8.063,87.89,12.085,17684498000.0,107341385930.0,3730653330.0,21774536100.0,4502205149000.0,0.3927963612215219,176.84498,2.384195796893928,1073.4138593,0.08286280181676368,37.3065333,0.48364157961208,217.745361,98.90935428843089,600.360110349842,20.865534998182277,121.78492743085657
2012,제주,88028,3072,92,28.65,2.995,676.0,90568.0,0.746,0.7,1.6,0,3910,3849,61,446,45,149,43.67882345341324,12.959801597688376,0.507,0.0511,0.1693,0.0,12.68,23525.0,66.5,80.6,71.5,37.8,20.3,19.12,2.4,1.6,2.0,,,,52.07,위험도합성지수(Ridge),1.874,12.68,2.0,,,,,,,,,,,,,,,,,
2013,제주,85835,3099,100,27.7,3.227,,,0.7184999999999999,0.6,1.6,367,3979,4153,-174,564,63,118,45.066283152667886,13.591587331317744,0.657,0.0734,0.1375,0.4276,21.04,24491.0,64.4,83.4,60.9,37.4,19.6,18.25,2.733333333333333,2.6666666666666665,2.7,,,,67.52,위험도합성지수(Ridge),2.562,21.04,2.7,883880040.0,,,,822785000000.0,0.10742539545567797,8.8388004,,,,,,,10.29743158385274,,,
2014,제주,84516,3143,106,26.89,3.373,608.0,88028.0,0.691,0.5,1.6,354,3197,3638,-441,727,80,146,45.91017100153336,14.153102506762584,0.86,0.0947,0.1727,0.4189,25.72,25968.0,63.3,79.5,60.6,39.8,19.9,17.72,2.8666666666666663,3.616666666666666,3.2416666666666663,,,,64.45,위험도합성지수(Ridge),2.947,25.72,3.242,1546729510.0,,,,835639000000.0,0.18509541919417358,15.4672951,,,,,,,18.301025959581615,,,
2015,제주,83199,3165,109,26.29,3.444,587.0,85835.0,0.684,0.6,1.6,243,3327,3804,-477,967,110,144,47.53928224031731,14.89841323403833,1.162,0.1322,0.1731,0.2921,31.16,28280.0,64.2,78.9,62.4,41.5,20.1,17.41,3.0,4.566666666666666,3.783333333333333,3.533333333333333,4.166666666666667,3.85,64.29,위험도합성지수(Ridge),3.395,31.16,3.783,1099278310.0,,,,857588000000.0,0.12818256668703384,10.9927831,,,,,,,13.212638493251122,,,
2016,제주,81837,3179,109,25.74,3.429,483.0,84516.0,0.571,0.5,1.1,203,3297,4043,-746,1190,116,129,48.38979476402196,15.3652442762285,1.454,0.1417,0.1576,0.2481,33.52,30284.0,64.6,75.8,66.4,44.2,22.6,16.95,3.366666666666667,3.8333333333333335,3.6000000000000005,3.633333333333333,4.533333333333333,4.083333333333333,47.81,위험도합성지수(Ridge),3.589,33.52,3.6,1072379750.0,,,,909029000000.0,0.1179698062438052,10.7237975,,,,,,,13.103849725674207,,,
2017,제주,80926,3181,108,25.44,3.395,442.0,83199.0,0.531,0.6,0.9,203,3086,3581,-495,1509,146,142,49.14140391103822,15.9338158932921,1.865,0.1804,0.1755,0.2508,41.19,31470.0,66.3,76.7,64.9,49.6,22.4,16.92,,,,4.3,6.333333333333333,5.316666666666666,48.91,위험도합성지수(Ridge),4.22,41.19,4.948,1478113700.0,,,,1012630000000.0,0.1459677967273338,14.781137,,,,,,,18.26500383066011,,,
2018,제주,80490,3201,111,25.15,3.468,438.0,81837.0,0.535,0.5,0.9,200,2927,3406,-479,1760,154,110,50.09096749080269,16.58607687849783,2.187,0.1913,0.1367,0.2485,46.18,30721.0,68.4,77.2,69.2,50.8,23.2,16.35,,,,6.933333333333334,6.666666666666667,6.800000000000001,44.05,위험도합성지수(Ridge),4.631,46.18,6.329,1320325760.0,,,,1123360000000.0,0.11753362768836348,13.2032576,,,,,,,16.403599950304386,,,
2019,제주,79674,3222,123,24.73,3.818,471.0,80926.0,0.582,0.5,0.9,225,3255,3584,-329,2079,161,152,51.54427594245586,17.278191179002366,2.609,0.2021,0.1908,0.2824,54.12,30792.0,72.1,82.1,67.4,55.8,25.8,16.21,,,,6.4,5.533333333333334,5.966666666666667,42.9,위험도합성지수(Ridge),5.284,54.12,5.553,2617157730.0,,,,1345230000000.0,0.1945509489083651,26.1715773,,,,,,,32.84832856389789,,,
2020,제주,78722,3223,128,24.43,3.971,523.0,80490.0,0.65,0.6,1.1,232,3177,3201,-24,2259,180,136,52.49543840857192,17.792621118025384,2.87,0.2287,0.1728,0.2947,61.04,29334.0,66.9,72.1,64.5,58.1,27.3,15.86,,,,8.966666666666667,9.633333333333333,9.3,55.98,위험도합성지수(Ridge),5.853,61.04,8.655,2785726540.0,,,,1288960000000.0,0.21612203171549157,27.8572654,,,,,,,35.38688727420543,,,
2021,제주,79708,3329,133,23.94,3.995,853.0,158396.0,0.539,0.5,1.05,161,2992,3488,-496,2616,199,43,51.75080263130169,18.041197771961475,3.282,0.2497,0.0539,0.202,63.94,29988.0,72.7,80.0,70.9,58.3,29.6,15.15,,,,7.833333333333333,10.366666666666664,9.1,43.36,위험도합성지수(Ridge),6.092,63.94,8.469,10354829940.0,,,,1301410000000.0,0.7956623923283208,103.5482994,,,,,,,129.90954408591358,,,
2022,제주,79847,3386,138,23.58,4.076,416.0,79708.0,0.522,0.4,0.9,172,3254,3646,-392,2876,211,76,52.04330897011476,18.237115406279795,3.602,0.2643,0.0952,0.2154,73.75,31150.0,73.3,79.4,76.0,56.3,31.4,12.53,,,,11.1,10.766666666666666,10.933333333333334,32.27,위험도합성지수(Ridge),6.899,73.75,10.175,5726018000.0,60605920160.0,938346770.0,4620527760.0,1365114317000.0,0.41945336948656436,57.26018,4.439622338236747,606.0592016,0.06873759642797739,9.3834677,0.3384718556138328,46.2052776,71.71237491702882,759.0256385336958,11.751809961551468,57.86726815033752
2023,제주,79012,3429,150,23.04,4.374,563.0,79847.0,0.705,0.6,1.3,229,3364,3273,91,3128,251,142,52.16915657836293,18.527979727972976,3.959,0.3177,0.1797,0.2898,85.33,31150.0,74.8,84.2,70.5,59.0,34.5,14.05,,,,9.366666666666667,11.300000000000002,10.333333333333336,60.22,위험도합성지수(Ridge),7.852,85.33,9.617,8408410000.0,54896544230.0,1106403710.0,10409091370.0,1593530175000.0,0.5276592895393399,84.0841,3.4449642116127484,548.9654423,0.06943098582993573,11.0640371,0.6532095553195282,104.0909137,106.41940464739534,694.7874276059333,14.002983217739079,131.74063901685818
2024,제주,77643,3421,161,22.7,4.706,678.0,79012.0,0.858,0.7,1.8,320,3431,2892,539,3332,293,133,53.08095404461941,18.879135101757807,4.291,0.3774,0.1713,0.4121,100.0,31150.0,75.0,82.5,74.7,60.1,38.4,13.46,,,,9.999999999999998,9.466666666666669,9.733333333333333,84.35,위험도합성지수(Ridge),9.059,100.0,9.059,7057087000.0,52500209230.0,1400259100.0,15682531890.0,1596389655000.0,0.442065442976076,70.57087,3.2886838789994535,525.0020923,0.08771411764128477,14.002591,0.982374938404371,156.8253189,90.8914776605747,676.1744037453473,18.034582641062297,201.9825597928983
2012,충남,281869,10851,527,25.98,4.857,2695.0,288186.0,0.935,0.8,2.1,0,14757,15883,-1126,3041,149,602,49.97545209087354,15.328497506318548,1.079,0.0529,0.2136,0.0,8.62,44071.0,61.2,77.6,60.8,34.8,17.7,20.59,1.3333333333333333,2.1333333333333333,1.7333333333333334,,,,80.95,위험도합성지수(Ridge),1.54,8.62,1.733,,,,,,,,,,,,,,,,,
2013,충남,264920,10357,548,25.58,5.291,2436.0,281869.0,0.864,0.7,1.9,1381,12666,12467,199,3614,161,593,51.3002078073233,15.9039416843501,1.364,0.0608,0.2238,0.5213,18.3,45550.0,60.7,77.2,62.8,32.9,17.4,19.47,1.9666666666666663,3.2000000000000006,2.583333333333333,,,,96.15,위험도합성지수(Ridge),2.337,18.3,2.583,4332058680.0,,,,2606070000000.0,0.16622955945158802,43.3205868,,,,,,,16.352327797070814,,,
2014,충남,260168,10416,565,24.98,5.424,2143.0,264920.0,0.809,0.7,1.7,1176,10090,10561,-471,4292,203,571,52.07211379993843,16.522283374820788,1.65,0.078,0.2195,0.452,22.18,46360.0,61.1,80.6,61.3,31.1,18.1,18.81,2.5666666666666664,3.45,3.0083333333333333,,,,90.31,위험도합성지수(Ridge),2.656,22.18,3.008,2734175080.0,,,,2782350000000.0,0.09826855284202204,27.3417508,,,,,,,10.509267396451524,,,
2015,충남,254270,10320,477,24.64,4.622,1745.0,260168.0,0.671,0.5,1.4,952,9701,9276,425,5243,237,449,54.24978897905362,17.08765400104181,2.062,0.0932,0.1766,0.3744,25.77,48173.0,61.2,79.6,62.4,31.0,18.0,18.17,3.1666666666666665,3.7,3.433333333333333,3.533333333333333,4.166666666666667,3.85,71.72,위험도합성지수(Ridge),2.951,25.77,3.433,3441017700.0,,,,2881550000000.0,0.1194155124846003,34.410177,,,,,,,13.532928383214694,,,
2016,충남,248544,10379,562,23.95,5.415,1723.0,254270.0,0.678,0.6,1.3,896,9339,9682,-343,6182,304,464,55.49519863918015,17.898168070134883,2.487,0.1223,0.1867,0.3605,32.02,50264.0,58.8,73.9,55.1,38.1,17.7,17.58,3.7000000000000006,4.6000000000000005,4.15,3.633333333333333,4.533333333333333,4.083333333333333,76.97,위험도합성지수(Ridge),3.466,32.02,4.15,3827021570.0,,,,3040310000000.0,0.12587603139153572,38.2702157,,,,,,,15.397762850843312,,,
2017,충남,244912,10472,580,23.39,5.539,1734.0,248544.0,0.698,0.4,1.5,1002,9317,9939,-622,6958,311,391,56.42565719647671,18.914563475156,2.841,0.127,0.1596,0.4091,36.3,53663.0,64.6,78.9,59.2,45.1,18.8,17.15,,,,4.3,6.333333333333333,5.316666666666666,67.81,위험도합성지수(Ridge),3.818,36.3,5.082,4268099360.0,,,,3218780000000.0,0.13259990928239893,42.6809936,,,,,,,17.42707323446789,,,
2018,충남,242256,10636,595,22.78,5.594,1809.0,244912.0,0.739,0.5,1.5,985,10283,11338,-1055,8054,418,384,57.75458716206847,19.66776397269841,3.325,0.1725,0.1585,0.4066,47.54,53006.0,63.7,75.9,60.0,44.3,18.7,16.37,,,,6.933333333333334,6.666666666666667,6.800000000000001,76.13,위험도합성지수(Ridge),4.743,47.54,6.5,4467500080.0,,,,3684710000000.0,0.121244279197006,44.6750008,,,,,,,18.44123604781719,,,
2019,충남,238888,10671,613,22.39,5.745,1851.0,242256.0,0.764,0.6,1.6,1016,9762,9787,-25,9043,429,406,58.83719298707282,20.54747309363057,3.785,0.1796,0.17,0.4253,55.69,51874.0,69.4,78.5,68.4,52.0,23.7,16.2,,,,6.4,5.533333333333334,5.966666666666667,72.57,위험도합성지수(Ridge),5.413,55.69,5.703,6667413340.0,,,,4071430000000.0,0.1637609719435186,66.6741334,,,,,,,27.91020620541844,,,
2020,충남,235447,10629,634,22.15,5.965,2006.0,238888.0,0.84,0.7,1.8,1077,8752,8475,277,9994,495,424,59.27150457889639,21.024620068498944,4.245,0.2102,0.1801,0.4574,62.15,53078.0,59.2,64.7,54.7,52.2,19.5,15.86,,,,8.966666666666667,9.633333333333333,9.3,95.49,위험도합성지수(Ridge),5.945,62.15,8.89,3172887370.0,,,,3783200000000.0,0.08386782009938676,31.7288737,,,,,,,13.476015281570799,,,
2021,충남,234956,10749,650,21.86,6.047,1407.0,235447.0,0.598,0.4,1.3,744,9250,8808,442,10787,526,220,59.11965370001727,21.30942499168724,4.591,0.2239,0.0936,0.3167,62.25,57622.0,67.2,74.1,65.4,54.6,26.0,15.4,,,,7.833333333333333,10.366666666666664,9.1,64.1,위험도합성지수(Ridge),5.953,62.25,8.699,16652093480.0,,,,4250960000000.0,0.3917254803620829,166.5209348,,,,,,,70.87324213895367,,,
2022,충남,234192,11020,678,21.25,6.152,1682.0,234956.0,0.716,0.5,1.7,931,8776,8823,-47,11568,554,236,59.695744688298,21.5780623251149,4.94,0.2366,0.1008,0.3975,70.27,58937.0,68.9,75.1,70.0,54.9,29.2,14.92,,,,11.1,10.766666666666666,10.933333333333334,74.93,위험도합성지수(Ridge),6.613,70.27,10.451,22973691000.0,213183116180.0,6973138850.0,14829451710.0,4234912000000.0,0.5424833148835206,229.73691,5.033944416790715,2131.8311618,0.16465841202839634,69.7313885,0.3501714252858147,148.2945171,98.09767626562821,910.2920517353283,29.775307653549227,63.32176893318302
2023,충남,232792,11171,710,20.84,6.356,1975.0,234192.0,0.843,0.6,2.1,1137,8692,8206,486,12564,604,293,59.886185011956,21.87857413513771,5.397,0.2595,0.1259,0.4884,80.74,58937.0,70.2,80.0,64.2,56.6,30.8,14.42,,,,9.366666666666667,11.300000000000002,10.333333333333336,89.51,위험도합성지수(Ridge),7.474,80.74,9.877,35350680000.0,199382579930.0,6037267190.0,22967709190.0,4944266202000.0,0.7149833474925021,353.5068,4.032602044148593,1993.8257993,0.12210643487516654,60.3726719,0.46453221270143896,229.6770919,151.85521839238461,856.4838135760679,25.934169516134574,98.6619350750885
2024,충남,231450,11226,741,20.62,6.601,2087.0,232792.0,0.897,0.6,2.0,1160,10185,10714,-529,13383,787,355,59.609745869969736,22.154856500820483,5.782,0.34,0.1534,0.5012,96.6,58937.0,73.6,83.9,70.8,57.0,35.9,14.12,,,,9.999999999999998,9.466666666666669,9.733333333333333,98.59,위험도합성지수(Ridge),8.779,96.6,9.304,40532674000.0,193311944570.0,5280379300.0,20977866760.0,4947795341000.0,0.8192067619314248,405.32674,3.9070319454832116,1933.1194457,0.10672186167936326,52.803793,0.42398412452848466,209.7786676,175.1249686757399,835.221190624325,22.814341326420394,90.63671099589544
2012,충북,214026,8032,290,26.65,3.611,1923.0,222166.0,0.866,0.7,2.0,0,9468,9775,-307,2062,105,361,45.11474022686064,14.251637720368434,0.963,0.0491,0.1687,0.0,12.99,29177.0,63.9,78.8,64.1,40.2,17.7,19.45,1.0,1.0666666666666669,1.0333333333333332,,,,61.06,위험도합성지수(Ridge),1.9,12.99,1.033,,,,,,,,,,,,,,,,,
2013,충북,205433,7918,321,25.95,4.054,1730.0,214026.0,0.808,0.7,1.8,1052,8183,7828,355,2430,119,335,48.02025498402668,15.63778255484044,1.183,0.0579,0.1631,0.5121,21.74,30507.0,62.5,80.3,59.3,38.9,18.8,19.01,0.7666666666666666,1.0666666666666669,0.9166666666666666,,,,79.59,위험도합성지수(Ridge),2.62,21.74,0.917,6456909480.0,,,,2154430000000.0,0.299703841851441,64.5690948,,,,,,,31.430731576718443,,,
2014,충북,199402,7901,343,25.24,4.341,1626.0,205433.0,0.791,0.6,1.7,989,8116,7545,571,2866,109,322,48.83610476165712,16.432950288839262,1.437,0.0547,0.1615,0.496,23.68,31729.0,60.7,74.6,62.0,38.5,18.8,18.19,0.9333333333333332,1.4833333333333332,1.2083333333333333,,,,73.29,위험도합성지수(Ridge),2.779,23.68,1.208,5770652460.0,,,,2255240000000.0,0.2558775323247193,57.7065246,,,,,,,28.939792278913952,,,
2015,충북,192224,7932,363,24.23,4.576,1404.0,199402.0,0.704,0.5,1.5,814,6885,6612,273,3264,104,300,52.8014419328433,16.86520705068445,1.698,0.0541,0.1561,0.4235,23.93,34728.0,61.6,75.5,62.9,39.3,19.0,17.74,1.1,1.9,1.5,3.533333333333333,4.166666666666667,3.85,60.01,위험도합성지수(Ridge),2.8,23.93,1.5,2951624970.0,,,,2031670000000.0,0.14528072816943696,29.5162497,,,,,,,15.355132397619444,,,
2016,충북,185276,7897,373,23.46,4.723,1207.0,192224.0,0.628,0.4,1.4,736,7651,7183,468,3894,158,280,54.85653505607242,17.63824870808516,2.102,0.0853,0.1511,0.3972,30.07,37273.0,60.5,71.6,60.5,43.4,19.7,17.11,2.033333333333333,2.4,2.216666666666667,3.633333333333333,4.533333333333333,4.083333333333333,55.13,위험도합성지수(Ridge),3.305,30.07,2.217,2856723410.0,,,,2209330000000.0,0.12930270308192982,28.5672341,,,,,,,15.418745061421879,,,
2017,충북,180076,7830,384,23.0,4.904,1312.0,185276.0,0.708,0.5,1.6,833,5946,6021,-75,4434,170,247,56.13705487775051,18.704827037205224,2.462,0.0944,0.1372,0.4626,35.26,40590.0,63.0,74.4,62.7,44.9,19.0,16.7,,,,4.3,6.333333333333333,5.316666666666666,61.99,위험도합성지수(Ridge),3.732,35.26,2.491,1499437180.0,,,,2489940000000.0,0.06021981172237083,14.9943718,,,,,,,8.326690841644638,,,
2018,충북,175582,7774,400,22.59,5.145,1226.0,180076.0,0.681,0.5,1.5,754,5854,5403,451,4919,218,238,58.40390641762159,19.57225842204704,2.802,0.1242,0.1355,0.4294,43.61,43016.0,69.4,79.0,66.6,54.9,24.4,16.11,,,,6.933333333333334,6.666666666666667,6.800000000000001,50.42,위험도합성지수(Ridge),4.419,43.61,3.186,1916784150.0,,,,2691090000000.0,0.07122705483651605,19.1678415,,,,,,,10.91674630656901,,,
2019,충북,171601,7745,417,22.16,5.384,1330.0,175582.0,0.757,0.5,1.7,811,6351,5944,407,5503,201,237,60.7968971916685,20.6533144120026,3.207,0.1171,0.1381,0.4726,48.46,42704.0,69.0,81.0,63.3,50.5,24.3,15.78,,,,6.4,5.533333333333334,5.966666666666667,57.56,위험도합성지수(Ridge),4.818,48.46,2.795,2911009790.0,,,,3062020000000.0,0.09506828139594124,29.1100979,,,,,,,16.96382765834698,,,
2020,충북,168142,7768,434,21.65,5.587,1277.0,171601.0,0.744,0.6,1.8,758,7443,7683,-240,6008,270,223,62.13758000974241,21.5332487182969,3.573,0.1606,0.1326,0.4508,55.63,42667.0,61.6,66.6,60.1,53.0,22.5,15.34,,,,8.966666666666667,9.633333333333333,9.3,71.77,위험도합성지수(Ridge),5.408,55.63,4.357,2498898390.0,,,,2859690000000.0,0.0873835412229997,24.9889839,,,,,,,14.861833390824422,,,
2021,충북,166947,7835,443,21.31,5.654,839.0,168142.0,0.499,0.3,1.1,447,7978,8587,-609,6422,285,98,62.48269676299922,21.83931606583608,3.847,0.1707,0.0587,0.2677,54.84,46123.0,69.5,76.8,66.1,57.8,28.4,14.84,,,,7.833333333333333,10.366666666666664,9.1,33.33,위험도합성지수(Ridge),5.343,54.84,4.263,5077544810.0,,,,3223400000000.0,0.15752140007445553,50.7754481,,,,,,,30.414112323072594,,,
