연도,시도,총학생수,총학급수,특수학급수,학급당_학생수,특수학급_비율,총학업중단자,총학생수_기준,학업중단률,학업중단률_중,학업중단률_고,자퇴_합계,전출_합계,전입_합계,순전출,다문화학생_합계,중도입국_합계,해외출국_합계,학생1인당_교지면적_평균,학생1인당_건물면적_평균,다문화학생_비율,중도입국_비율,해외출국_비율,자퇴_비율,proxy_index,GRDP_1인당,사교육_참여율,사교육_참여율_초,사교육_참여율_중,사교육_참여율_고,사교육비_1인당_만원,교원1인당_학생수,미달률_고_실측,미달률_중_실측,미달률_평균_실측,전국_미달률_중,전국_미달률_고,전국_미달률_평균,proxy_index_old,proxy_index_source,proxy_risk_pct,proxy_risk_score,proxy_index_v3,학력향상_억원,학력향상_세출비중,세출액,학력향상_학생당_천원
2015,인천,345200,13065,499,26.42,3.819,2485.0,354743.0,0.701,0.6,1.3,1230,14247,14425,-178,4516,460,917,20.993200302343443,14.39109110192306,1.308,0.1333,0.2656,0.3563,31.11,27798.0,65.9,78.7,62.2,48.7,21.3,16.52,2.766666666666667,2.9,2.833333333333333,3.533333333333333,4.166666666666667,3.85,59.36,위험도합성지수(Ridge),3.391,31.11,2.833,42.9091729,0.14527163339788468,2953720000000.0,12.430235486674391
2016,인천,335022,13054,522,25.66,3.999,2266.0,345200.0,0.656,0.5,1.1,1013,15213,15054,159,5191,553,914,21.97106415350237,15.221130338653625,1.549,0.1651,0.2728,0.3024,36.64,29120.0,64.9,79.8,57.4,47.3,23.2,16.04,3.1666666666666665,3.1333333333333333,3.15,3.633333333333333,4.533333333333333,4.083333333333333,54.98,위험도합성지수(Ridge),3.846,36.64,3.15,90.9174485,0.29370369885803815,3095550000000.0,27.137754684766968
2017,인천,327491,13016,540,25.16,4.149,2346.0,335022.0,0.7,0.6,1.3,1162,13164,13317,-153,6007,538,805,22.91240731249376,15.830704549973284,1.834,0.1643,0.2458,0.3548,40.45,30284.0,68.0,79.0,61.2,55.3,25.1,15.71,,,,4.3,6.333333333333333,5.316666666666666,54.58,위험도합성지수(Ridge),4.159,40.45,4.01,80.6846875,0.23498706160916594,3433580000000.0,24.63722285497922
2018,인천,320352,13167,550,24.33,4.177,2441.0,327491.0,0.745,0.7,1.3,1122,13131,11974,1157,6904,603,828,23.759855060055987,16.514306629422858,2.155,0.1882,0.2585,0.3502,48.49,30194.0,72.6,83.0,68.6,56.7,27.7,15.3,,,,6.933333333333334,6.666666666666667,6.800000000000001,52.93,위험도합성지수(Ridge),4.821,48.49,5.129,81.0700633,0.2101262345263027,3858160000000.0,25.30655756792528
2019,인천,313712,13149,564,23.86,4.289,2701.0,320352.0,0.843,0.7,1.6,1267,13363,12475,888,7912,652,831,24.773822882237628,17.38256839061535,2.522,0.2078,0.2649,0.4039,57.44,30584.0,75.1,83.4,71.9,61.1,31.3,15.04,,,,6.4,5.533333333333334,5.966666666666667,57.82,위험도합성지수(Ridge),5.557,57.44,4.5,96.3579746,0.228155314146353,4223350000000.0,30.715425167032183
2020,인천,308160,13043,603,23.63,4.623,2690.0,313712.0,0.857,0.7,1.6,1197,13994,13320,674,8851,717,863,25.222206955108778,17.974410329360683,2.872,0.2327,0.28,0.3884,62.59,30367.0,66.6,69.7,65.7,60.8,30.1,14.78,,,,8.966666666666667,9.633333333333333,9.3,70.37,위험도합성지수(Ridge),5.981,62.59,7.014,92.067566,0.21625150853918912,4257430000000.0,29.876546599169263
2021,인천,307177,13103,626,23.44,4.778,1482.0,308160.0,0.481,0.4,0.9,669,15812,14264,1548,10048,683,372,25.891717786905343,18.568840843620013,3.271,0.2223,0.1211,0.2178,56.48,33551.0,73.9,78.8,73.7,63.7,34.4,14.56,,,,7.833333333333333,10.366666666666664,9.1,32.02,위험도합성지수(Ridge),5.478,56.48,6.863,206.5804367,0.4205739091221876,4911870000000.0,67.25127099359652
2022,인천,306493,13258,660,23.12,4.978,2109.0,307177.0,0.687,0.4,1.5,1074,14068,14809,-741,10897,761,422,26.65372528282905,19.2115519132616,3.555,0.2483,0.1377,0.3504,67.78,35295.0,77.9,85.3,73.9,66.4,38.6,14.19,,,,11.1,10.766666666666666,10.933333333333334,46.67,위험도합성지수(Ridge),6.408,67.78,8.246,347.71882,0.7248747795728094,4796950174000.0,113.4508194314389
2023,인천,306771,13469,684,22.78,5.078,2582.0,306493.0,0.842,0.6,1.8,1237,11968,14185,-2217,12258,926,596,26.65645623538175,19.26071490921601,3.996,0.3019,0.1943,0.4032,81.75,35295.0,77.3,84.9,73.7,65.2,42.4,14.26,,,,9.366666666666667,11.300000000000002,10.333333333333336,69.99,위험도합성지수(Ridge),7.557,81.75,7.793,401.96991,0.7507696045741646,5354104742000.0,131.03256500777454
2024,인천,306136,13369,716,22.9,5.356,2857.0,306771.0,0.931,0.7,1.9,1411,13883,15994,-2111,13772,1058,636,26.525516021429777,19.34653353404562,4.499,0.3456,0.2078,0.4609,93.62,35295.0,78.0,84.2,76.2,67.4,45.9,14.26,,,,9.999999999999998,9.466666666666669,9.733333333333333,85.45,위험도합성지수(Ridge),8.534,93.62,7.341,162.51888,0.3182241225301551,5107057212000.0,53.08715080879087
2013,전남,238884,10073,480,23.72,4.765,1932.0,248886.0,0.776,0.5,1.8,1258,10242,9795,447,4420,108,264,70.02676699538851,19.944917616952186,1.85,0.0452,0.1105,0.5266,32.64,37264.0,59.0,73.0,64.1,34.6,16.8,15.2,2.533333333333333,3.733333333333333,3.133333333333333,,,,61.61,위험도합성지수(Ridge),3.517,32.64,3.133,90.299877,0.297188640993658,3038470000000.0,37.80072210780127
2014,전남,230258,9935,484,23.18,4.872,1733.0,238884.0,0.725,0.5,1.7,1107,10463,10059,404,5023,106,188,71.9935493531447,20.83003562326554,2.181,0.046,0.0816,0.4808,35.17,36953.0,58.5,72.7,62.7,35.2,16.4,14.53,2.95,4.316666666666666,3.633333333333333,,,,55.43,위험도합성지수(Ridge),3.725,35.17,3.633,93.5875482,0.2764535629148463,3385290000000.0,40.64464565834846
2015,전남,221581,9800,487,22.61,4.969,1532.0,230258.0,0.665,0.4,1.5,977,10158,10048,110,6090,96,222,74.97691522084232,22.2143198754812,2.748,0.0433,0.1002,0.4409,39.49,38339.0,59.6,74.3,63.1,36.3,16.5,14.25,3.3666666666666667,4.9,4.133333333333333,3.533333333333333,4.166666666666667,3.85,45.17,위험도합성지수(Ridge),4.08,39.49,4.133,91.4011449,0.28912152726375523,3161340000000.0,41.24954075484812
2016,전남,213135,9663,485,22.06,5.019,1296.0,221581.0,0.585,0.4,1.3,839,9454,9965,-511,6977,172,200,78.62961190105207,23.725980487788988,3.274,0.0807,0.0938,0.3936,47.31,39824.0,54.9,66.1,52.0,41.8,16.2,13.77,4.066666666666666,4.666666666666667,4.366666666666667,3.633333333333333,4.533333333333333,4.083333333333333,44.49,위험도합성지수(Ridge),4.724,47.31,4.367,89.7018724,0.272918008865847,3286770000000.0,42.086880334060574
2017,전남,206506,9597,495,21.52,5.158,1295.0,213135.0,0.608,0.4,1.3,835,8632,8884,-252,7819,271,235,81.38603128096965,24.97269983055037,3.786,0.1312,0.1138,0.4043,59.03,41076.0,57.0,68.8,57.3,39.4,15.8,13.38,,,,4.3,6.333333333333333,5.316666666666666,51.97,위험도합성지수(Ridge),5.688,59.03,5.696,126.037318,0.34122979082850974,3693620000000.0,61.033247460122226
2018,전남,199653,9599,510,20.8,5.313,1385.0,206506.0,0.671,0.4,1.4,877,8459,8259,200,8571,293,293,84.88163103186862,26.378132035983484,4.293,0.1468,0.1468,0.4393,69.59,42131.0,61.5,72.5,61.5,43.7,19.0,12.76,,,,6.933333333333334,6.666666666666667,6.800000000000001,48.91,위험도합성지수(Ridge),6.557,69.59,7.286,113.7530294,0.282012959606903,4033610000000.0,56.97536696167851
2019,전남,193370,9621,535,20.1,5.561,1363.0,199653.0,0.683,0.4,1.5,844,7580,7368,212,9337,268,285,87.62938320684043,27.71103299413208,4.829,0.1386,0.1474,0.4365,73.69,43402.0,60.9,69.0,58.3,48.5,18.1,12.2,,,,6.4,5.533333333333334,5.966666666666667,46.16,위험도합성지수(Ridge),6.894,73.69,6.393,115.8766457,0.26667735823437355,4345200000000.0,59.92483099756943
2020,전남,187567,9639,561,19.46,5.82,1302.0,193370.0,0.673,0.4,1.5,770,7270,6840,430,9627,290,277,90.33917913475987,29.12710354996192,5.133,0.1546,0.1477,0.4105,78.91,43957.0,58.1,63.0,58.5,48.7,19.1,11.69,,,,8.966666666666667,9.633333333333333,9.3,47.74,위험도합성지수(Ridge),7.324,78.91,9.964,147.7726216,0.36221265577049405,4079720000000.0,78.78391273518262
2021,전남,184981,9680,579,19.11,5.981,948.0,187567.0,0.505,0.3,1.2,581,7737,7953,-216,10131,266,77,90.1099250619704,29.82555474933704,5.477,0.1438,0.0416,0.3141,76.02,49572.0,66.5,76.1,63.9,50.2,23.3,11.27,,,,7.833333333333333,10.366666666666664,9.1,23.95,위험도합성지수(Ridge),7.086,76.02,9.75,534.612392,1.2641758738596434,4228940000000.0,289.0093533930512
2022,전남,181977,9816,622,18.54,6.337,1108.0,184981.0,0.599,0.3,1.6,723,6599,6922,-323,10338,257,91,91.44023218040168,30.521288692586783,5.681,0.1412,0.05,0.3973,80.38,51422.0,67.6,75.4,69.6,49.6,26.1,10.94,,,,11.1,10.766666666666666,10.933333333333334,32.29,위험도합성지수(Ridge),7.445,80.38,11.714,306.70918,0.7078448649896146,4333000000000.0,168.5428268407546
2023,전남,178352,9783,660,18.23,6.746,1258.0,181977.0,0.691,0.4,1.8,782,6266,6089,177,10536,280,97,92.67283794286452,31.11908720781664,5.907,0.157,0.0544,0.4385,86.69,51422.0,67.3,75.4,64.8,54.2,27.9,10.59,,,,9.366666666666667,11.300000000000002,10.333333333333336,41.08,위험도합성지수(Ridge),7.964,86.69,11.071,378.4328,0.7557018191984344,5007700000000.0,212.18309859154928
2024,전남,174336,9739,685,17.9,7.034,1317.0,178352.0,0.738,0.4,2.0,878,6606,6403,203,11109,338,72,93.94614837443883,31.61016799425684,6.372,0.1939,0.0413,0.5036,97.95,51422.0,71.7,82.7,70.1,53.6,32.0,10.24,,,,9.999999999999998,9.466666666666669,9.733333333333333,49.65,위험도합성지수(Ridge),8.89,97.95,10.429,246.98291,0.5023040675208461,4917000000000.0,141.67063027716594
2013,전북,250358,10114,338,24.75,3.342,2009.0,259686.0,0.774,0.6,1.6,1160,10788,10955,-167,3400,104,495,55.41017133441128,17.83832227436142,1.358,0.0415,0.1977,0.4633,28.83,23876.0,59.9,70.4,65.3,40.1,17.5,17.03,3.2,4.733333333333333,3.966666666666667,,,,55.14,위험도합성지수(Ridge),3.203,28.83,3.967,33.6705428,0.12833571349618658,2623630000000.0,13.448958211840644
2014,전북,242475,9929,338,24.42,3.404,1827.0,250358.0,0.73,0.5,1.5,1100,8975,9114,-139,4066,126,420,56.433065172991,18.662793426207017,1.677,0.052,0.1732,0.4537,32.3,24681.0,59.4,71.4,65.2,37.5,18.3,16.69,3.75,5.116666666666667,4.433333333333334,,,,52.59,위험도합성지수(Ridge),3.489,32.3,4.433,26.6382191,0.09628155961976362,2766700000000.0,10.985965192287864
2015,전북,234248,9825,345,23.84,3.511,1537.0,242475.0,0.634,0.5,1.3,898,9603,9888,-285,4790,140,396,58.7288752720279,19.55237349439658,2.045,0.0598,0.1691,0.3834,35.34,25621.0,60.6,72.4,66.6,38.6,18.6,16.19,4.300000000000001,5.5,4.9,3.533333333333333,4.166666666666667,3.85,43.28,위험도합성지수(Ridge),3.739,35.34,4.9,30.0419018,0.11152942980290537,2693630000000.0,12.824827447833066
2016,전북,225267,9649,351,23.35,3.638,1381.0,234248.0,0.59,0.4,1.2,801,8415,8435,-20,5560,176,348,60.91184830533725,20.516199518626618,2.468,0.0781,0.1545,0.3556,40.93,26089.0,60.9,73.7,57.8,45.5,19.4,15.82,4.466666666666667,5.433333333333334,4.95,3.633333333333333,4.533333333333333,4.083333333333333,35.68,위험도합성지수(Ridge),4.199,40.93,4.95,30.2602139,0.10987173455234665,2754140000000.0,13.433043410708182
2017,전북,217835,9578,356,22.74,3.717,1341.0,225267.0,0.595,0.4,1.2,818,7880,7808,72,6056,187,286,63.50557617268184,21.52802369888204,2.78,0.0858,0.1313,0.3755,46.39,26988.0,64.6,76.8,63.9,47.6,20.3,15.05,,,,4.3,6.333333333333333,5.316666666666666,29.8,위험도합성지수(Ridge),4.648,46.39,6.601,33.6839956,0.11242726505054955,2996070000000.0,15.463077834140522
2018,전북,210819,9614,379,21.93,3.942,1355.0,217835.0,0.622,0.5,1.3,810,8233,7981,252,6718,170,318,66.68060426867669,22.52496065920056,3.187,0.0806,0.1508,0.3842,50.97,27797.0,65.5,76.9,62.9,49.9,20.9,14.62,,,,6.933333333333334,6.666666666666667,6.800000000000001,29.77,위험도합성지수(Ridge),5.025,50.97,8.443,38.1940098,0.10892221334991188,3506540000000.0,18.1169675408763
2019,전북,203148,9626,393,21.1,4.083,1423.0,210819.0,0.675,0.4,1.5,869,8522,8215,307,7230,190,302,70.21368970845573,23.80737019478144,3.559,0.0935,0.1487,0.4278,58.86,28835.0,68.3,76.4,66.4,56.1,23.9,14.16,,,,6.4,5.533333333333334,5.966666666666667,25.78,위험도합성지수(Ridge),5.674,58.86,7.408,52.306497,0.13521061542915638,3868520000000.0,25.74797536771221
2020,전북,196466,9620,402,20.42,4.179,1307.0,203148.0,0.643,0.4,1.6,855,7897,7419,478,7720,239,221,72.71260341064631,25.0548312676348,3.929,0.1216,0.1125,0.4352,64.5,29252.0,62.8,66.4,64.9,54.5,22.6,13.66,,,,8.966666666666667,9.633333333333333,9.3,34.94,위험도합성지수(Ridge),6.138,64.5,11.547,51.0882657,0.1392342962964982,3669230000000.0,26.00361675811591
2021,전북,192793,9588,411,20.11,4.287,861.0,196466.0,0.438,0.3,1.1,569,8744,8991,-247,8105,218,76,74.17968137148553,25.689952895659463,4.204,0.1131,0.0394,0.2951,62.74,31187.0,69.8,75.8,68.1,60.1,27.4,13.27,,,,7.833333333333333,10.366666666666664,9.1,4.69,위험도합성지수(Ridge),5.993,62.74,11.299,42.3311716,0.10817865108814541,3913080000000.0,21.95679905390756
2022,전북,188639,9581,422,19.69,4.405,1182.0,192793.0,0.613,0.4,1.5,731,6393,6184,209,8228,248,125,76.08852204028835,26.60423542618901,4.362,0.1315,0.0663,0.3875,71.28,32464.0,70.8,77.5,68.3,60.6,29.6,12.87,,,,11.1,10.766666666666666,10.933333333333334,18.13,위험도합성지수(Ridge),6.696,71.28,13.575,143.74024,0.3721317175396994,3862617273000.0,76.1985803571902
2023,전북,183616,9569,444,19.19,4.64,1415.0,188639.0,0.75,0.5,1.8,837,6660,6437,223,8664,279,204,77.7174319240595,27.19435992009945,4.719,0.1519,0.1111,0.4558,80.89,32464.0,69.8,78.0,70.2,54.7,30.2,12.31,,,,9.366666666666667,11.300000000000002,10.333333333333336,35.26,위험도합성지수(Ridge),7.487,80.89,12.83,161.43586,0.3450467966586466,4678665664000.0,87.92036641687
2024,전북,178795,9502,485,18.82,5.104,1444.0,183616.0,0.786,0.5,1.9,924,6068,5715,353,9010,304,173,78.44852550511324,27.74138028186717,5.039,0.17,0.0968,0.5168,87.89,32464.0,71.4,81.0,68.4,58.1,34.4,12.08,,,,9.999999999999998,9.466666666666669,9.733333333333333,40.07,위험도합성지수(Ridge),8.063,87.89,12.085,176.84498,0.3927963612215219,4502205149000.0,98.90935428843089
2013,제주,85835,3099,100,27.7,3.227,,,0.7184999999999999,0.6,1.6,367,3979,4153,-174,564,63,118,45.066283152667886,13.591587331317744,0.657,0.0734,0.1375,0.4276,21.04,24491.0,64.4,83.4,60.9,37.4,19.6,18.25,2.733333333333333,2.6666666666666665,2.7,,,,67.52,위험도합성지수(Ridge),2.562,21.04,2.7,8.8388004,0.10742539545567797,822785000000.0,10.29743158385274
2014,제주,84516,3143,106,26.89,3.373,608.0,88028.0,0.691,0.5,1.6,354,3197,3638,-441,727,80,146,45.91017100153336,14.153102506762584,0.86,0.0947,0.1727,0.4189,25.72,25968.0,63.3,79.5,60.6,39.8,19.9,17.72,2.8666666666666663,3.616666666666666,3.2416666666666663,,,,64.45,위험도합성지수(Ridge),2.947,25.72,3.242,15.4672951,0.18509541919417358,835639000000.0,18.301025959581615
2015,제주,83199,3165,109,26.29,3.444,587.0,85835.0,0.684,0.6,1.6,243,3327,3804,-477,967,110,144,47.53928224031731,14.89841323403833,1.162,0.1322,0.1731,0.2921,31.16,28280.0,64.2,78.9,62.4,41.5,20.1,17.41,3.0,4.566666666666666,3.783333333333333,3.533333333333333,4.166666666666667,3.85,64.29,위험도합성지수(Ridge),3.395,31.16,3.783,10.9927831,0.12818256668703384,857588000000.0,13.212638493251122
2016,제주,81837,3179,109,25.74,3.429,483.0,84516.0,0.571,0.5,1.1,203,3297,4043,-746,1190,116,129,48.38979476402196,15.3652442762285,1.454,0.1417,0.1576,0.2481,33.52,30284.0,64.6,75.8,66.4,44.2,22.6,16.95,3.366666666666667,3.8333333333333335,3.6000000000000005,3.633333333333333,4.533333333333333,4.083333333333333,47.81,위험도합성지수(Ridge),3.589,33.52,3.6,10.7237975,0.1179698062438052,909029000000.0,13.103849725674207
2017,제주,80926,3181,108,25.44,3.395,442.0,83199.0,0.531,0.6,0.9,203,3086,3581,-495,1509,146,142,49.14140391103822,15.9338158932921,1.865,0.1804,0.1755,0.2508,41.19,31470.0,66.3,76.7,64.9,49.6,22.4,16.92,,,,4.3,6.333333333333333,5.316666666666666,48.91,위험도합성지수(Ridge),4.22,41.19,4.948,14.781137,0.1459677967273338,1012630000000.0,18.26500383066011
2018,제주,80490,3201,111,25.15,3.468,438.0,81837.0,0.535,0.5,0.9,200,2927,3406,-479,1760,154,110,50.09096749080269,16.58607687849783,2.187,0.1913,0.1367,0.2485,46.18,30721.0,68.4,77.2,69.2,50.8,23.2,16.35,,,,6.933333333333334,6.666666666666667,6.800000000000001,44.05,위험도합성지수(Ridge),4.631,46.18,6.329,13.2032576,0.11753362768836348,1123360000000.0,16.403599950304386
2019,제주,79674,3222,123,24.73,3.818,471.0,80926.0,0.582,0.5,0.9,225,3255,3584,-329,2079,161,152,51.54427594245586,17.278191179002366,2.609,0.2021,0.1908,0.2824,54.12,30792.0,72.1,82.1,67.4,55.8,25.8,16.21,,,,6.4,5.533333333333334,5.966666666666667,42.9,위험도합성지수(Ridge),5.284,54.12,5.553,26.1715773,0.1945509489083651,1345230000000.0,32.84832856389789
2020,제주,78722,3223,128,24.43,3.971,523.0,80490.0,0.65,0.6,1.1,232,3177,3201,-24,2259,180,136,52.49543840857192,17.792621118025384,2.87,0.2287,0.1728,0.2947,61.04,29334.0,66.9,72.1,64.5,58.1,27.3,15.86,,,,8.966666666666667,9.633333333333333,9.3,55.98,위험도합성지수(Ridge),5.853,61.04,8.655,27.8572654,0.21612203171549157,1288960000000.0,35.38688727420543
2021,제주,79708,3329,133,23.94,3.995,853.0,158396.0,0.539,0.5,1.05,161,2992,3488,-496,2616,199,43,51.75080263130169,18.041197771961475,3.282,0.2497,0.0539,0.202,63.94,29988.0,72.7,80.0,70.9,58.3,29.6,15.15,,,,7.833333333333333,10.366666666666664,9.1,43.36,위험도합성지수(Ridge),6.092,63.94,8.469,103.5482994,0.7956623923283208,1301410000000.0,129.90954408591358
2022,제주,79847,3386,138,23.58,4.076,416.0,79708.0,0.522,0.4,0.9,172,3254,3646,-392,2876,211,76,52.04330897011476,18.237115406279795,3.602,0.2643,0.0952,0.2154,73.75,31150.0,73.3,79.4,76.0,56.3,31.4,12.53,,,,11.1,10.766666666666666,10.933333333333334,32.27,위험도합성지수(Ridge),6.899,73.75,10.175,57.26018,0.41945336948656436,1365114317000.0,71.71237491702882
2023,제주,79012,3429,150,23.04,4.374,563.0,79847.0,0.705,0.6,1.3,229,3364,3273,91,3128,251,142,52.16915657836293,18.527979727972976,3.959,0.3177,0.1797,0.2898,85.33,31150.0,74.8,84.2,70.5,59.0,34.5,14.05,,,,9.366666666666667,11.300000000000002,10.333333333333336,60.22,위험도합성지수(Ridge),7.852,85.33,9.617,84.0841,0.5276592895393399,1593530175000.0,106.41940464739535
2024,제주,77643,3421,161,22.7,4.706,678.0,79012.0,0.858,0.7,1.8,320,3431,2892,539,3332,293,133,53.08095404461941,18.879135101757807,4.291,0.3774,0.1713,0.4121,100.0,31150.0,75.0,82.5,74.7,60.1,38.4,13.46,,,,9.999999999999998,9.466666666666669,9.733333333333333,84.35,위험도합성지수(Ridge),9.059,100.0,9.059,70.57087,0.442065442976076,1596389655000.0,90.8914776605747
2013,충남,264920,10357,548,25.58,5.291,2436.0,281869.0,0.864,0.7,1.9,1381,12666,12467,199,3614,161,593,51.3002078073233,15.9039416843501,1.364,0.0608,0.2238,0.5213,18.3,45550.0,60.7,77.2,62.8,32.9,17.4,19.47,1.9666666666666663,3.2000000000000006,2.583333333333333,,,,96.15,위험도합성지수(Ridge),2.337,18.3,2.583,43.3205868,0.16622955945158802,2606070000000.0,16.352327797070814
2014,충남,260168,10416,565,24.98,5.424,2143.0,264920.0,0.809,0.7,1.7,1176,10090,10561,-471,4292,203,571,52.07211379993843,16.522283374820788,1.65,0.078,0.2195,0.452,22.18,46360.0,61.1,80.6,61.3,31.1,18.1,18.81,2.5666666666666664,3.45,3.0083333333333333,,,,90.31,위험도합성지수(Ridge),2.656,22.18,3.008,27.3417508,0.09826855284202204,2782350000000.0,10.509267396451524
2015,충남,254270,10320,477,24.64,4.622,1745.0,260168.0,0.671,0.5,1.4,952,9701,9276,425,5243,237,449,54.24978897905362,17.08765400104181,2.062,0.0932,0.1766,0.3744,25.77,48173.0,61.2,79.6,62.4,31.0,18.0,18.17,3.1666666666666665,3.7,3.433333333333333,3.533333333333333,4.166666666666667,3.85,71.72,위험도합성지수(Ridge),2.951,25.77,3.433,34.410177,0.1194155124846003,2881550000000.0,13.532928383214692
2016,충남,248544,10379,562,23.95,5.415,1723.0,254270.0,0.678,0.6,1.3,896,9339,9682,-343,6182,304,464,55.49519863918015,17.898168070134883,2.487,0.1223,0.1867,0.3605,32.02,50264.0,58.8,73.9,55.1,38.1,17.7,17.58,3.7000000000000006,4.6000000000000005,4.15,3.633333333333333,4.533333333333333,4.083333333333333,76.97,위험도합성지수(Ridge),3.466,32.02,4.15,38.2702157,0.12587603139153572,3040310000000.0,15.397762850843312
2017,충남,244912,10472,580,23.39,5.539,1734.0,248544.0,0.698,0.4,1.5,1002,9317,9939,-622,6958,311,391,56.42565719647671,18.914563475156,2.841,0.127,0.1596,0.4091,36.3,53663.0,64.6,78.9,59.2,45.1,18.8,17.15,,,,4.3,6.333333333333333,5.316666666666666,67.81,위험도합성지수(Ridge),3.818,36.3,5.082,42.6809936,0.13259990928239893,3218780000000.0,17.42707323446789
2018,충남,242256,10636,595,22.78,5.594,1809.0,244912.0,0.739,0.5,1.5,985,10283,11338,-1055,8054,418,384,57.75458716206847,19.66776397269841,3.325,0.1725,0.1585,0.4066,47.54,53006.0,63.7,75.9,60.0,44.3,18.7,16.37,,,,6.933333333333334,6.666666666666667,6.800000000000001,76.13,위험도합성지수(Ridge),4.743,47.54,6.5,44.6750008,0.121244279197006,3684710000000.0,18.44123604781719
2019,충남,238888,10671,613,22.39,5.745,1851.0,242256.0,0.764,0.6,1.6,1016,9762,9787,-25,9043,429,406,58.83719298707282,20.54747309363057,3.785,0.1796,0.17,0.4253,55.69,51874.0,69.4,78.5,68.4,52.0,23.7,16.2,,,,6.4,5.533333333333334,5.966666666666667,72.57,위험도합성지수(Ridge),5.413,55.69,5.703,66.6741334,0.1637609719435186,4071430000000.0,27.91020620541844
2020,충남,235447,10629,634,22.15,5.965,2006.0,238888.0,0.84,0.7,1.8,1077,8752,8475,277,9994,495,424,59.27150457889639,21.024620068498944,4.245,0.2102,0.1801,0.4574,62.15,53078.0,59.2,64.7,54.7,52.2,19.5,15.86,,,,8.966666666666667,9.633333333333333,9.3,95.49,위험도합성지수(Ridge),5.945,62.15,8.89,31.7288737,0.08386782009938676,3783200000000.0,13.476015281570799
2021,충남,234956,10749,650,21.86,6.047,1407.0,235447.0,0.598,0.4,1.3,744,9250,8808,442,10787,526,220,59.11965370001727,21.30942499168724,4.591,0.2239,0.0936,0.3167,62.25,57622.0,67.2,74.1,65.4,54.6,26.0,15.4,,,,7.833333333333333,10.366666666666664,9.1,64.1,위험도합성지수(Ridge),5.953,62.25,8.699,166.5209348,0.3917254803620829,4250960000000.0,70.87324213895367
2022,충남,234192,11020,678,21.25,6.152,1682.0,234956.0,0.716,0.5,1.7,931,8776,8823,-47,11568,554,236,59.695744688298,21.5780623251149,4.94,0.2366,0.1008,0.3975,70.27,58937.0,68.9,75.1,70.0,54.9,29.2,14.92,,,,11.1,10.766666666666666,10.933333333333334,74.93,위험도합성지수(Ridge),6.613,70.27,10.451,229.73691,0.5424833148835206,4234912000000.0,98.09767626562821
2023,충남,232792,11171,710,20.84,6.356,1975.0,234192.0,0.843,0.6,2.1,1137,8692,8206,486,12564,604,293,59.886185011956,21.87857413513771,5.397,0.2595,0.1259,0.4884,80.74,58937.0,70.2,80.0,64.2,56.6,30.8,14.42,,,,9.366666666666667,11.300000000000002,10.333333333333336,89.51,위험도합성지수(Ridge),7.474,80.74,9.877,353.5068,0.7149833474925021,4944266202000.0,151.85521839238461
2024,충남,231450,11226,741,20.62,6.601,2087.0,232792.0,0.897,0.6,2.0,1160,10185,10714,-529,13383,787,355,59.609745869969736,22.154856500820483,5.782,0.34,0.1534,0.5012,96.6,58937.0,73.6,83.9,70.8,57.0,35.9,14.12,,,,9.999999999999998,9.466666666666669,9.733333333333333,98.59,위험도합성지수(Ridge),8.779,96.6,9.304,405.32674,0.8192067619314248,4947795341000.0,175.1249686757399
2013,충북,205433,7918,321,25.95,4.054,1730.0,214026.0,0.808,0.7,1.8,1052,8183,7828,355,2430,119,335,48.02025498402668,15.63778255484044,1.183,0.0579,0.1631,0.5121,21.74,30507.0,62.5,80.3,59.3,38.9,18.8,19.01,0.7666666666666666,1.0666666666666669,0.9166666666666666,,,,79.59,위험도합성지수(Ridge),2.62,21.74,0.917,64.5690948,0.299703841851441,2154430000000.0,31.430731576718443
2014,충북,199402,7901,343,25.24,4.341,1626.0,205433.0,0.791,0.6,1.7,989,8116,7545,571,2866,109,322,48.83610476165712,16.432950288839262,1.437,0.0547,0.1615,0.496,23.68,31729.0,60.7,74.6,62.0,38.5,18.8,18.19,0.9333333333333332,1.4833333333333332,1.2083333333333333,,,,73.29,위험도합성지수(Ridge),2.779,23.68,1.208,57.7065246,0.2558775323247193,2255240000000.0,28.939792278913952
2015,충북,192224,7932,363,24.23,4.576,1404.0,199402.0,0.704,0.5,1.5,814,6885,6612,273,3264,104,300,52.8014419328433,16.86520705068445,1.698,0.0541,0.1561,0.4235,23.93,34728.0,61.6,75.5,62.9,39.3,19.0,17.74,1.1,1.9,1.5,3.533333333333333,4.166666666666667,3.85,60.01,위험도합성지수(Ridge),2.8,23.93,1.5,29.5162497,0.14528072816943696,2031670000000.0,15.355132397619444
2016,충북,185276,7897,373,23.46,4.723,1207.0,192224.0,0.628,0.4,1.4,736,7651,7183,468,3894,158,280,54.85653505607242,17.63824870808516,2.102,0.0853,0.1511,0.3972,30.07,37273.0,60.5,71.6,60.5,43.4,19.7,17.11,2.033333333333333,2.4,2.216666666666667,3.633333333333333,4.533333333333333,4.083333333333333,55.13,위험도합성지수(Ridge),3.305,30.07,2.217,28.5672341,0.12930270308192982,2209330000000.0,15.418745061421879
